,location,total_sqft,bath,price,bhk
1981,Deccan Gymkhana,1418.0,2.0,78.0,2
1982,Deccan Gymkhana,950.0,2.0,60.0,2
1983,Deccan Gymkhana,1000.0,2.0,60.0,2
1984,Deccan Gymkhana,950.0,2.0,47.0,2
1987,Deccan Gymkhana,1483.0,2.0,98.0,2
1988,Deccan Gymkhana,830.0,2.0,60.0,2
1989,Deccan Gymkhana,1070.0,2.0,46.0,2
1990,Deccan Gymkhana,1200.0,2.0,75.0,3
1991,Deccan Gymkhana,1050.0,2.0,65.0,2
1993,Deccan Gymkhana,1250.0,2.0,55.55,2
1994,Deccan Gymkhana,1365.0,3.0,99.0,3
1995,Deccan Gymkhana,1200.0,2.0,65.0,2
1996,Deccan Gymkhana,1400.0,3.0,92.0,3
1997,Deccan Gymkhana,920.0,2.0,37.2,2
1998,Deccan Gymkhana,1200.0,4.0,95.0,4
1999,Deccan Gymkhana,1200.0,2.0,75.0,2
2000,Deccan Gymkhana,1240.0,2.0,43.94,2
2001,Deccan Gymkhana,1492.0,2.0,65.0,2
2002,Deccan Gymkhana,1105.0,2.0,90.0,2
2003,Deccan Gymkhana,2000.0,2.0,160.0,2
2004,Deccan Gymkhana,1260.0,2.0,76.0,3
2005,Deccan Gymkhana,5720.0,3.0,350.0,3
2006,Deccan Gymkhana,1216.0,2.0,75.0,2
2007,Deccan Gymkhana,2400.0,3.0,180.0,3
2008,Deccan Gymkhana,800.0,1.0,32.0,2
2010,Deccan Gymkhana,1304.0,2.0,111.0,2
2011,Deccan Gymkhana,1205.0,2.0,70.0,2
2013,Deccan Gymkhana,1225.0,2.0,82.0,3
2014,Deccan Gymkhana,3565.0,4.0,255.0,4
2016,Deccan Gymkhana,1260.0,2.0,95.0,3
2018,Deccan Gymkhana,1050.0,2.0,52.07,2
2019,Deccan Gymkhana,1865.0,3.0,139.0,3
2021,Deccan Gymkhana,1056.0,2.0,65.0,2
2022,Deccan Gymkhana,1150.0,2.0,55.0,2
2023,Deccan Gymkhana,950.0,2.0,35.0,2
2024,Deccan Gymkhana,1050.0,2.0,77.47,2
2025,Deccan Gymkhana,3400.0,4.0,200.0,4
2026,Deccan Gymkhana,650.0,1.0,40.0,1
2027,Deccan Gymkhana,1216.0,2.0,73.0,2
2029,Deccan Gymkhana,1202.0,2.0,65.0,2
2030,Deccan Gymkhana,3940.0,5.0,265.0,4
2032,Deccan Gymkhana,1098.0,2.0,71.0,2
2033,Deccan Gymkhana,1081.0,2.0,39.0,2
2035,Deccan Gymkhana,980.0,2.0,57.0,2
2036,Deccan Gymkhana,1272.0,2.0,50.0,2
2037,Deccan Gymkhana,1200.0,2.0,54.0,2
2038,Deccan Gymkhana,1200.0,2.0,90.0,3
2040,Deccan Gymkhana,976.0,2.0,50.0,2
2041,Deccan Gymkhana,1250.0,2.0,77.13,3
2042,Deccan Gymkhana,1220.0,2.0,39.0,2
2043,Deccan Gymkhana,1150.0,2.0,46.0,2
2044,Deccan Gymkhana,1216.0,2.0,70.0,2
2045,Deccan Gymkhana,1010.0,2.0,52.0,2
2046,Deccan Gymkhana,3633.0,5.0,335.0,4
2047,Deccan Gymkhana,1116.0,2.0,48.76,2
2048,Deccan Gymkhana,1150.0,2.0,47.0,2
2049,Deccan Gymkhana,1404.0,2.0,67.5,2
2051,Deccan Gymkhana,1100.0,2.0,65.0,2
2053,Deccan Gymkhana,1418.0,2.0,62.0,2
2054,Deccan Gymkhana,1800.0,5.0,140.0,6
2056,Dehu Road,3700.0,4.0,225.0,4
2057,Dehu Road,525.0,1.0,26.0,1
2058,Dehu Road,1200.0,2.0,65.0,2
2060,Dehu Road,1100.0,2.0,98.0,2
2062,Dehu Road,1120.0,2.0,65.0,2
2063,Dehu Road,630.0,1.0,40.0,1
2064,Dehu Road,650.0,2.0,42.0,2
2065,Dehu Road,1161.0,2.0,64.08,2
2066,Dehu Road,2400.0,3.0,170.0,3
2067,Dehu Road,1120.0,2.0,55.0,2
2068,Dehu Road,935.0,2.0,32.72,2
2069,Dehu Road,1080.0,2.0,80.0,2
2071,Dehu Road,1310.0,2.0,50.0,2
2072,Dehu Road,1000.0,2.0,40.0,2
2073,Dehu Road,800.0,2.0,50.0,2
2074,Dehu Road,1230.0,3.0,47.0,2
2075,Dehu Road,1050.0,2.0,43.0,2
2076,Dehu Road,1050.0,2.0,43.0,2
2077,Dehu Road,1022.0,2.0,52.0,2
2078,Dehu Road,950.0,2.0,38.0,2
2079,Dehu Road,1164.0,2.0,56.0,2
2080,Dehu Road,1055.0,2.0,55.0,2
2081,Dehu Road,1385.0,2.0,83.09,2
2082,Dehu Road,1020.0,2.0,41.0,2
2084,Dehu Road,1174.0,2.0,74.0,2
2085,Dehu Road,1200.0,2.0,53.0,2
2086,Dehu Road,1090.0,2.0,43.59,2
2087,Dehu Road,902.0,2.0,49.0,2
2089,Dehu Road,925.0,2.0,38.0,2
2090,Dehu Road,1265.0,2.0,82.0,3
2091,Dehu Road,1200.0,2.0,75.0,2
2092,Dehu Road,1080.0,2.0,37.8,2
2094,Dehu Road,1270.0,2.0,100.0,2
2095,Dehu Road,615.0,1.0,44.0,1
2096,Dehu Road,1020.0,2.0,57.0,2
2097,Dehu Road,1500.0,3.0,88.0,3
2098,Dehu Road,1067.0,2.0,60.0,2
2099,Dehu Road,1071.0,2.0,62.0,2
2101,Dehu Road,1009.0,2.0,56.0,2
2102,Dehu Road,1253.0,2.0,65.8,2
2103,Dehu Road,985.0,2.0,55.0,2
2106,Dehu Road,1500.0,3.0,125.0,3
2107,Dehu Road,1162.0,2.0,65.0,2
2108,Dehu Road,1265.0,2.0,78.0,2
2110,Dehu Road,1850.0,3.0,140.0,3
2111,Dehu Road,610.0,1.0,39.0,1
2113,Dehu Road,2856.0,5.0,157.5,4
2114,Dehu Road,1210.0,2.0,80.0,2
2116,Dehu Road,1044.0,2.0,60.0,2
2117,Dehu Road,1265.0,2.0,83.0,2
2118,Dehu Road,1740.0,3.0,150.0,3
2119,Dehu Road,1500.0,3.0,90.0,3
2121,Dehu Road,1120.0,2.0,60.0,2
2124,Dehu Road,525.0,2.0,29.25,1
2125,Dehu Road,2400.0,4.0,143.0,4
2126,Dehu Road,2750.0,5.0,240.0,4
2127,Dehu Road,700.0,2.0,35.0,2
2128,Dehu Road,1240.0,2.0,65.0,2
2129,Dehu Road,2500.0,6.0,81.0,6
2130,Dehu Road,825.0,2.0,35.0,2
2131,Dehu Road,1286.0,2.0,68.0,3
2132,Dehu Road,5400.0,3.0,400.0,3
2133,Dehu Road,1550.0,3.0,85.0,3
2135,Dehu Road,1495.0,2.0,110.0,2
2136,Dehu Road,1721.0,3.0,93.0,3
2137,Dehu Road,1000.0,2.0,35.0,2
2139,Dehu Road,1715.0,3.0,95.0,3
2140,Dehu Road,2400.0,4.0,150.0,4
2141,Dehu Road,1200.0,2.0,53.5,2
2142,Dehu Road,935.0,2.0,32.0,2
2143,Dehu Road,2135.0,3.0,149.0,4
2144,Dehu Road,1155.0,2.0,57.0,2
2145,Dehu Road,1164.0,2.0,75.0,2
2146,Dehu Road,1296.0,2.0,105.0,2
2147,Dehu Road,1948.0,4.0,129.0,4
2148,Dehu Road,994.0,2.0,42.28,2
2149,Dehu Road,2546.0,3.0,170.0,3
2150,Dehu Road,1060.0,2.0,58.3,3
2151,Dehu Road,1243.0,2.0,46.0,2
2152,Dehu Road,1473.0,2.0,85.0,2
2154,Dehu Road,2200.0,2.0,190.0,3
2155,Dehu Road,1260.0,2.0,75.0,2
2157,Dehu Road,1600.0,3.0,120.0,3
2158,Dehu Road,2000.0,3.0,180.0,4
2159,Dehu Road,1762.0,3.0,109.0,3
2160,Dehu Road,1370.0,2.0,60.0,2
2161,Dehu Road,1220.0,2.0,60.0,2
2164,Dehu Road,1200.0,2.0,46.0,2
2165,Dehu Road,3596.0,5.0,251.0,4
2166,Dehu Road,1245.0,2.0,60.0,2
2167,Dhankawadi,1100.0,2.0,48.0,2
2168,Dhankawadi,2497.0,3.0,140.0,3
2170,Dhankawadi,1665.0,3.0,95.0,3
2171,Dhankawadi,1040.0,2.0,48.5,2
2173,Dhankawadi,1083.0,2.0,61.75,2
2174,Dhankawadi,2181.0,3.0,152.0,4
2175,Dhankawadi,1100.0,3.0,58.0,3
2176,Dhankawadi,1325.0,2.0,71.55,2
2177,Dhankawadi,1290.0,2.0,74.0,2
2178,Dhankawadi,1480.0,2.0,65.0,2
2180,Dhankawadi,510.0,1.0,25.25,1
2181,Dhankawadi,2280.0,5.0,200.0,5
2182,Dhankawadi,1128.0,2.0,38.24,2
2184,Dhankawadi,1050.0,2.0,62.0,2
2185,Dhankawadi,1185.0,2.0,47.39,2
2187,Dhankawadi,581.91,2.0,25.0,1
2188,Dhankawadi,2000.0,4.0,139.0,4
2190,Dhankawadi,1270.0,2.0,83.0,2
2191,Dhankawadi,1050.0,2.0,45.0,2
2194,Dhankawadi,1200.0,2.0,42.0,2
2195,Dhankawadi,1346.0,2.0,96.17,2
2196,Dhankawadi,2100.0,3.0,170.0,3
2197,Dhankawadi,1400.0,2.0,65.0,2
2198,Dhankawadi,1200.0,3.0,78.0,3
2200,Dhankawadi,1300.0,2.0,65.0,2
2202,Dhankawadi,2238.0,3.0,140.0,3
2203,Dhankawadi,1197.0,2.0,79.0,2
2204,Dhankawadi,1023.0,2.0,42.0,2
2207,Dhankawadi,1650.0,3.0,86.45,3
2208,Dhankawadi,2400.0,3.0,150.0,7
2209,Dhankawadi,708.0,1.0,28.32,1
2211,Dhankawadi,1110.0,2.0,65.0,2
2213,Dhankawadi,1060.0,2.0,35.0,2
2214,Dhankawadi,2266.0,3.0,169.0,3
2215,Dhankawadi,1190.0,2.0,60.0,2
2216,Dhankawadi,982.0,2.0,55.0,2
2217,Dhankawadi,3401.0,5.0,230.0,4
2218,Dhankawadi,1334.0,2.0,42.69,2
2219,Dhankawadi,1200.0,2.0,53.0,2
2221,Dhankawadi,1301.0,2.0,65.0,2
2222,Dhankawadi,1073.0,2.0,60.0,2
2224,Dhankawadi,1065.0,2.0,45.0,2
2225,Dhankawadi,1000.0,2.0,48.0,2
2226,Dhankawadi,1489.0,2.0,82.0,3
2227,Dhankawadi,905.0,1.0,62.0,1
2228,Dhankawadi,2710.0,6.0,142.0,4
2229,Dhankawadi,1180.0,2.0,56.0,2
2230,Dhankawadi,1200.0,2.0,42.0,2
2231,Dhankawadi,1352.0,3.0,93.0,2
2233,Dhankawadi,1700.0,3.0,88.2,3
2235,Dhankawadi,1015.0,2.0,37.0,2
2236,Dhankawadi,1503.0,2.0,93.0,3
2237,Dhankawadi,1419.0,2.0,87.0,3
2238,Dhankawadi,1142.0,2.0,65.0,2
2239,Dhankawadi,1680.0,3.0,117.0,3
2240,Dhankawadi,1350.0,2.0,65.0,2
2241,Dhankawadi,1200.0,2.0,80.0,2
2243,Dhankawadi,1200.0,3.0,66.0,3
2244,Dhankawadi,1360.0,3.0,75.0,3
2245,Dhankawadi,1400.0,2.0,45.0,2
2246,Dhankawadi,1350.0,2.0,45.0,1
2247,Dhankawadi,1860.0,3.0,130.0,3
2248,Dhankawadi,2990.0,3.0,198.0,4
2249,Dhankawadi,865.0,2.0,40.0,2
2250,Dhankawadi,1270.0,2.0,80.0,2
2251,Dhankawadi,845.0,2.0,45.82,2
2252,Dhankawadi,1200.0,2.0,48.0,2
2253,Dhankawadi,1059.0,2.0,62.0,2
2254,Dhankawadi,1300.0,2.0,80.0,2
2255,Dhankawadi,2980.0,4.0,260.0,3
2256,Dhankawadi,1200.0,2.0,55.0,2
2257,Dhankawadi,795.0,1.0,32.6,2
2258,Dhankawadi,4190.0,4.0,325.0,4
2259,Dhankawadi,1000.0,2.0,58.0,2
2262,Dhankawadi,1130.0,2.0,36.0,2
2263,Dhankawadi,935.0,2.0,45.0,2
2264,Dhankawadi,929.0,1.0,51.0,2
2266,Dhankawadi,1150.0,2.0,40.0,2
2267,Dhankawadi,1392.0,3.0,69.46,3
2271,Dhankawadi,1750.0,3.0,105.0,3
2272,Dhankawadi,1350.0,3.0,80.99,3
2273,Dhankawadi,1745.0,3.0,140.0,3
2274,Dhankawadi,2500.0,4.0,170.0,4
2275,Dhankawadi,1065.0,2.0,30.75,2
2276,Dhankawadi,1715.0,3.0,120.0,3
2277,Dhankawadi,1346.0,2.0,74.03,2
2278,Dhankawadi,1153.0,2.0,58.0,2
2280,Dhankawadi,964.0,2.0,62.0,2
2281,Dhankawadi,1160.0,2.0,65.0,2
2282,Dhankawadi,1583.0,3.0,95.23,3
2283,Dhankawadi,1850.0,3.0,110.0,3
2284,Dhankawadi,1267.0,3.0,78.0,2
2286,Dhankawadi,3360.0,5.0,221.0,4
2290,Dhayari Phata,1175.0,2.0,82.0,2
2291,Dhayari Phata,720.0,2.0,45.0,2
2293,Dhayari Phata,600.0,2.0,55.0,2
2294,Dhayari Phata,1200.0,4.0,90.0,4
2295,Dhayari Phata,1200.0,3.0,95.0,3
2297,Dhayari Phata,2557.0,3.0,141.0,3
2298,Dhayari Phata,1897.0,3.0,120.0,3
2300,Dhayari Phata,1360.0,2.0,85.0,3
2301,Dhayari Phata,1515.0,3.0,93.93,3
2302,Dhayari Phata,2611.0,3.0,239.0,3
2303,Dhayari Phata,1100.0,2.0,71.5,2
2304,Dhayari Phata,1245.0,2.0,86.28,2
2307,Dhayari Phata,1655.0,3.0,115.0,3
2310,Dhayari Phata,1700.0,3.0,97.0,3
2311,Dhayari Phata,1555.0,3.0,82.5,3
2313,Dhayari Phata,1149.0,2.0,75.0,2
2314,Dhayari Phata,648.0,1.0,31.75,1
2319,Dhayari Phata,2690.0,4.0,191.0,4
2323,Dhayari Phata,1856.0,3.0,135.0,3
2324,Dhayari Phata,1680.0,3.0,160.0,3
2325,Dhayari Phata,1150.0,2.0,74.0,2
2327,Dhayari Phata,1165.0,2.0,75.0,2
2330,Dhayari Phata,2065.0,3.0,130.0,3
2334,Dhayari Phata,600.0,1.0,20.0,1
2335,Dhayari Phata,630.0,1.0,60.0,1
2336,Dhayari Phata,924.0,2.0,76.23,2
2339,Dhayari Phata,658.0,1.0,34.0,1
2340,Dhayari Phata,1700.0,3.0,93.5,3
2344,Dhayari Phata,3820.0,1.0,306.0,1
2348,Dhayari Phata,1390.0,2.0,95.0,2
2353,Dhayari Phata,1567.0,3.0,140.0,2
2357,Dhayari Phata,1225.0,2.0,69.0,3
2358,Dhayari Phata,1850.0,4.0,120.0,3
2365,Dhayari Phata,654.0,1.0,38.0,1
2366,Dhayari Phata,4200.0,4.0,255.0,4
2368,Dhayari Phata,1209.0,2.0,100.0,2
2370,Dhayari Phata,1150.0,2.0,90.0,2
2372,Dhayari Phata,1012.0,2.0,65.0,2
2373,Dhayari Phata,1762.0,3.0,112.0,3
2375,Dhayari Phata,3750.0,6.0,295.0,5
2380,Dhayari Phata,1178.0,2.0,80.0,2
2382,Dhayari Phata,2072.0,4.0,151.0,3
2383,Dhayari Phata,1065.0,2.0,70.0,2
2384,Dhayari Phata,1945.0,3.0,115.0,3
2385,Dhayari Phata,1242.0,2.0,78.0,2
2389,Dhayari Phata,2940.0,6.0,201.0,4
2393,Dhayari Phata,2400.0,4.0,180.0,4
2395,Dhayari Phata,2650.0,4.0,223.0,4
2399,Dhayari Phata,3385.0,4.0,220.0,4
2400,Dhayari Phata,1510.0,2.0,110.0,3
2403,Dhole Patil Road,1755.0,3.0,122.0,3
2404,Dhole Patil Road,1436.0,3.0,74.75,3
2405,Dhole Patil Road,1475.0,3.0,78.29,3
2406,Dhole Patil Road,1850.0,3.0,150.0,3
2407,Dhole Patil Road,1511.0,3.0,95.0,3
2408,Dhole Patil Road,1630.0,3.0,85.0,3
2409,Dhole Patil Road,2300.0,3.0,120.0,3
2410,Dhole Patil Road,2500.0,6.0,115.0,7
2411,Dhole Patil Road,1396.0,2.0,86.51,3
2412,Dhole Patil Road,1480.0,3.0,90.0,3
2413,Dhole Patil Road,996.0,2.0,67.0,2
2415,Dhole Patil Road,1865.0,3.0,124.0,3
2417,Dhole Patil Road,1875.0,2.0,150.0,3
2418,Dhole Patil Road,1158.0,2.0,85.0,3
2419,Dhole Patil Road,1533.0,3.0,115.0,3
2426,Dhole Patil Road,1290.0,2.0,100.0,2
2427,Dhole Patil Road,1476.0,2.0,98.94,3
2428,Dhole Patil Road,2180.0,3.0,170.0,3
2431,Dhole Patil Road,1801.0,3.0,140.0,3
2432,Dhole Patil Road,2200.0,3.0,130.0,3
2434,Dhole Patil Road,525.0,1.0,30.0,1
2442,Dhole Patil Road,1400.0,2.0,82.0,2
2443,Dhole Patil Road,600.0,3.0,45.0,2
2446,Dhole Patil Road,1200.0,2.0,66.0,3
2447,Dhole Patil Road,1418.0,2.0,104.0,2
2449,Dhole Patil Road,1500.0,2.0,88.0,2
2451,Dhole Patil Road,2640.0,5.0,142.0,3
2452,Dhole Patil Road,1850.0,3.0,150.0,3
2454,Dhole Patil Road,530.0,1.0,29.44,1
2456,Dhole Patil Road,1890.0,3.0,108.0,3
2459,Dhole Patil Road,1000.0,2.0,62.0,2
2460,Dhole Patil Road,2000.0,4.0,145.0,5
2464,Dhole Patil Road,1500.0,3.0,104.0,3
2466,Dhole Patil Road,1785.0,3.0,120.0,3
2470,Dhole Patil Road,965.0,2.0,56.0,2
2474,Dhole Patil Road,1120.0,2.0,65.0,2
2477,Dhole Patil Road,1998.0,3.0,117.0,3
2478,Dhole Patil Road,600.0,1.0,45.0,1
2484,Dhole Patil Road,697.0,1.0,35.0,1
2485,Dhole Patil Road,1310.0,2.0,111.0,2
2486,Dhole Patil Road,1169.0,2.0,75.0,2
2488,Dhole Patil Road,1303.0,2.0,80.0,2
2490,Dhole Patil Road,1679.0,3.0,94.86,3
2491,Dhole Patil Road,2630.0,5.0,188.0,4
2494,Dhole Patil Road,703.0,2.0,60.0,2
2497,Dhole Patil Road,1881.0,3.0,145.0,3
2502,Dhole Patil Road,1441.0,2.0,115.0,2
2503,Dhole Patil Road,1633.0,3.0,110.0,3
2505,Dhole Patil Road,1200.0,2.0,66.0,3
2506,Dhole Patil Road,1980.0,4.0,166.0,3
2510,Dhole Patil Road,700.0,1.0,25.5,1
2512,Dhole Patil Road,1876.0,3.0,150.0,3
2514,Dhole Patil Road,615.0,1.0,43.08,1
2518,Dhole Patil Road,1012.0,2.0,62.0,2
2520,Erandwane,1100.0,2.0,75.0,2
2521,Erandwane,1580.0,3.0,100.0,3
2522,Erandwane,1438.0,2.0,100.0,2
2525,Erandwane,1240.0,2.0,60.0,2
2527,Erandwane,1050.0,2.0,52.07,2
2528,Erandwane,1875.0,3.0,110.0,3
2529,Erandwane,924.0,2.0,65.0,2
2531,Erandwane,1157.0,2.0,75.0,3
2534,Erandwane,1065.0,2.0,42.6,2
2535,Erandwane,1354.0,3.0,90.0,3
2537,Erandwane,1015.0,2.0,43.0,2
2538,Erandwane,1050.0,2.0,85.0,2
2539,Erandwane,1800.0,4.0,145.0,4
2542,Erandwane,3500.0,4.0,330.0,3
2543,Erandwane,1190.0,2.0,67.0,2
2544,Erandwane,1850.0,3.0,140.0,3
2545,Erandwane,920.0,2.0,37.46,2
2546,Erandwane,1697.0,3.0,115.0,3
2547,Erandwane,850.0,2.0,55.0,2
2548,Erandwane,1447.0,2.0,75.97,2
2549,Erandwane,1088.0,2.0,68.0,2
2553,Erandwane,2885.0,3.0,185.0,4
2554,Erandwane,2100.0,6.0,71.0,6
2555,Erandwane,1310.0,2.0,72.0,2
2559,Erandwane,1787.0,3.0,123.0,3
2560,Erandwane,1340.0,2.0,77.0,2
2561,Erandwane,1363.0,2.0,79.0,2
2562,Erandwane,1615.0,3.0,115.0,3
2563,Erandwane,1314.0,2.0,68.8,2
2564,Erandwane,500.0,1.0,17.0,1
2567,Erandwane,1550.0,4.0,120.0,4
2569,Erandwane,1198.0,2.0,65.0,2
2571,Erandwane,1682.0,3.0,113.0,3
2572,Erandwane,1215.0,2.0,59.0,2
2574,Erandwane,1083.0,2.0,100.0,2
2576,Erandwane,1877.0,4.0,150.0,3
2577,Erandwane,2047.0,3.0,136.0,3
2578,Erandwane,810.0,2.0,34.5,2
2579,Erandwane,1051.0,2.0,61.0,2
2580,Erandwane,1200.0,2.0,58.0,2
2581,Erandwane,1050.0,2.0,80.0,2
2582,Erandwane,1116.0,2.0,40.0,2
2583,Erandwane,762.5,1.0,45.4,1
2586,Erandwane,1225.0,2.0,48.0,2
2587,Erandwane,1025.0,2.0,35.88,2
2588,Erandwane,2388.0,3.0,195.0,3
2589,Erandwane,1800.0,3.0,150.0,3
2590,Erandwane,1139.0,2.0,72.0,2
2591,Erandwane,1445.0,2.0,82.0,2
2592,Erandwane,2400.0,2.0,230.0,1
2593,Erandwane,1352.0,2.0,72.0,2
2594,Erandwane,933.0,2.0,55.0,2
2595,Erandwane,1560.0,2.0,125.0,3
2596,Erandwane,1416.0,2.0,85.0,3
2598,Erandwane,1225.0,2.0,48.0,2
2599,Erandwane,1155.0,2.0,69.18,2
2601,Erandwane,2285.0,4.0,165.0,3
2602,Erandwane,1733.5,3.0,120.0,3
2603,Erandwane,1150.0,2.0,52.0,2
2604,Erandwane,1493.0,2.0,90.0,3
2605,Erandwane,1555.0,3.0,125.0,3
2606,Erandwane,615.0,1.0,46.0,1
2607,Erandwane,3000.0,3.0,265.0,3
2608,Erandwane,1101.0,2.0,50.0,2
2609,Erandwane,1157.0,2.0,47.32,2
2610,Erandwane,1162.0,2.0,64.08,2
2611,Erandwane,1402.0,2.0,95.0,2
2612,Erandwane,1151.0,2.0,46.0,2
2613,Erandwane,1500.0,2.0,140.0,2
2614,Erandwane,1660.0,3.0,128.0,3
2615,Erandwane,1200.0,2.0,62.0,2
2617,Erandwane,1210.0,2.0,69.0,2
2618,Erandwane,1405.0,2.0,99.0,2
2619,Erandwane,950.0,2.0,56.0,2
2622,Erandwane,1128.0,2.0,60.0,2
2623,Erandwane,1122.5,2.0,61.74,2
2624,Erandwane,1457.0,2.0,105.0,3
2625,Erandwane,1500.0,3.0,90.0,3
2627,Erandwane,1075.0,2.0,46.76,2
2628,Fatima Nagar,1767.0,3.0,103.0,3
2629,Fatima Nagar,1295.0,2.0,65.0,2
2630,Fatima Nagar,1560.0,3.0,115.0,3
2632,Fatima Nagar,1450.0,2.0,85.0,3
2633,Fatima Nagar,1750.0,3.0,120.0,3
2634,Fatima Nagar,1179.0,2.0,66.02,2
2635,Fatima Nagar,1825.0,3.0,100.0,3
2637,Fatima Nagar,1500.0,2.0,98.0,3
2640,Fatima Nagar,674.0,2.0,29.0,2
2641,Fatima Nagar,1300.0,2.0,60.0,2
2644,Fatima Nagar,1200.0,2.0,66.5,3
2646,Fatima Nagar,1100.0,3.0,78.0,3
2647,Fatima Nagar,1315.0,2.0,90.0,2
2648,Fatima Nagar,1263.0,2.0,93.32,2
2649,Fatima Nagar,1070.0,2.0,50.0,2
2650,Fatima Nagar,795.0,2.0,32.54,2
2651,Fatima Nagar,12000.0,12.0,525.0,10
2652,Fatima Nagar,1220.0,2.0,50.89,2
2653,Fatima Nagar,1200.0,3.0,70.0,3
2654,Fatima Nagar,1199.0,2.0,65.0,2
2655,Fatima Nagar,1269.0,2.0,75.0,2
2659,Fatima Nagar,1175.0,2.0,45.0,2
2661,Fatima Nagar,1150.0,2.0,77.0,2
2662,Fatima Nagar,3300.0,6.0,165.0,6
2663,Fatima Nagar,1200.0,2.0,108.0,3
2664,Fatima Nagar,2215.0,4.0,156.0,3
2665,Fatima Nagar,1288.0,2.0,70.0,3
2666,Fatima Nagar,1846.0,3.0,145.0,3
2667,Fatima Nagar,1460.0,2.0,75.0,3
2668,Fatima Nagar,1095.0,2.0,60.0,2
2670,Fatima Nagar,2145.0,3.0,125.0,3
2671,Fatima Nagar,883.0,2.0,37.0,2
2672,Fatima Nagar,1414.0,2.0,84.18,2
2673,Fatima Nagar,1560.0,3.0,125.0,3
2674,Fatima Nagar,1656.0,3.0,90.0,3
2675,Fatima Nagar,1756.0,3.0,131.0,3
2676,Fatima Nagar,1682.0,3.0,114.0,3
2678,Fatima Nagar,1649.0,3.0,150.0,3
2679,Fatima Nagar,1202.0,2.0,79.0,2
2680,Fatima Nagar,1200.0,2.0,75.0,3
2682,Fatima Nagar,1200.0,2.0,56.0,2
2683,Fatima Nagar,1728.0,3.0,125.0,3
2684,Fatima Nagar,400.0,1.0,35.0,1
2685,Fatima Nagar,1984.0,4.0,145.0,3
2686,Fatima Nagar,1200.0,2.0,61.0,2
2687,Fatima Nagar,1245.0,2.0,75.0,2
2688,Fatima Nagar,1063.0,2.0,32.8,2
2689,Fatima Nagar,1262.0,2.0,67.0,2
2691,Fatima Nagar,1355.0,2.0,97.6,2
2693,Fatima Nagar,1100.0,2.0,49.49,2
2695,Fatima Nagar,1200.0,1.0,36.0,2
2696,Fatima Nagar,1307.0,2.0,50.0,2
2697,Fatima Nagar,1200.0,3.0,76.13,3
2699,Fatima Nagar,1210.0,2.0,82.0,2
2700,Fatima Nagar,1480.0,3.0,75.0,3
2701,Fatima Nagar,2790.0,5.0,198.0,4
2702,Fatima Nagar,1144.0,2.0,65.0,2
2703,Fatima Nagar,1243.0,2.0,46.0,2
2704,Fatima Nagar,1415.0,2.0,120.0,2
2706,Fatima Nagar,2495.0,3.0,130.0,3
2708,Fatima Nagar,1116.0,2.0,45.0,2
2709,Fatima Nagar,1020.0,2.0,30.27,2
2710,Fatima Nagar,1235.0,2.0,52.76,2
2711,Fatima Nagar,1255.0,2.0,65.0,2
2713,Fatima Nagar,2280.0,4.0,125.0,3
2716,Fatima Nagar,1560.0,3.0,90.0,3
2717,Fatima Nagar,2456.0,7.0,85.0,7
2718,Fatima Nagar,1140.0,2.0,34.0,2
2719,Fatima Nagar,1026.0,2.0,50.18,2
2720,Fatima Nagar,1197.0,2.0,75.0,2
2721,Fatima Nagar,1126.0,2.0,39.4,2
2722,Fatima Nagar,1123.0,2.0,60.0,2
2723,Fatima Nagar,1100.0,2.0,50.0,2
2724,Fatima Nagar,1200.0,4.0,80.0,4
2726,Fatima Nagar,1260.0,2.0,55.0,2
2727,Fatima Nagar,1573.0,3.0,100.0,3
2728,Fatima Nagar,1035.0,2.0,55.0,2
2729,Fatima Nagar,3596.0,4.0,268.0,4
2731,Fatima Nagar,1010.0,2.0,32.0,2
2732,Fatima Nagar,1226.0,2.0,65.59,2
2733,Fergusson College Road,510.0,1.0,25.25,1
2734,Fergusson College Road,1427.0,3.0,120.0,3
2735,Fergusson College Road,3600.0,6.0,141.0,6
2737,Fergusson College Road,375.0,2.0,26.0,1
2738,Fergusson College Road,2791.0,3.0,223.0,3
2740,Fergusson College Road,1296.0,2.0,83.0,2
2741,Fergusson College Road,3300.0,5.0,240.0,5
2746,Fergusson College Road,1405.0,2.0,78.0,3
2747,Fergusson College Road,2200.0,2.0,162.0,3
2748,Fergusson College Road,1163.0,2.0,98.86,2
2750,Fergusson College Road,600.0,1.0,28.0,1
2751,Fergusson College Road,360.0,1.0,26.0,1
2752,Fergusson College Road,1750.0,3.0,150.0,3
2753,Fergusson College Road,1179.0,2.0,75.0,2
2756,Fergusson College Road,3500.0,5.0,160.0,6
2757,Fergusson College Road,3067.0,4.0,230.0,4
2761,Fergusson College Road,2300.0,3.0,220.0,3
2762,Fergusson College Road,2024.0,3.0,157.0,3
2763,Fergusson College Road,420.0,1.0,17.0,1
2764,Fergusson College Road,2150.0,6.0,205.0,6
2765,Fergusson College Road,1132.0,2.0,79.28,2
2766,Fergusson College Road,1605.0,2.0,85.0,3
2767,Fergusson College Road,1850.0,3.0,98.0,3
2768,Fergusson College Road,2006.0,4.0,196.0,3
2770,Fergusson College Road,1200.0,2.0,75.0,2
2771,Fergusson College Road,1342.0,3.0,92.0,3
